version,mission_code,mission_name,start_date,end_date,mission_type,program,epoch,status,notes
1.316,TDRS-7,TDRS-7,1995-07-13,,data-relay,TDRS,4,complete,Final first-generation TDRS; deployed by STS-70; completed initial TDRS constellation
1.317,STS-69,STS-69 Endeavour,1995-09-07,1995-09-18,crewed-science,Space Shuttle,4,complete,Second free-flight of SPARTAN-201; Wake Shield Facility grew thin film semiconductors in ultra-vacuum of wake
1.318,STS-73,STS-73 Columbia,1995-10-20,1995-11-05,crewed-science,Space Shuttle/ISS,4,complete,Second US Microgravity Laboratory; fluid physics crystal growth and combustion experiments; 16-day mission
1.319,STS-74,STS-74 Atlantis,1995-11-12,1995-11-20,crewed-shuttle-mir,Shuttle-Mir,4,complete,Second Shuttle-Mir docking; attached Russian-built Docking Module to Mir's Kristall; module used for all subsequent Shuttle-Mir dockings
1.320,RXTE,RXTE (Rossi X-ray Timing Explorer),1995-12-30,2012-01-05,observatory,Explorer,5,complete,X-ray timing of black holes neutron stars and pulsars; millisecond variability measurements
1.321,STS-72,STS-72 Endeavour,1996-01-11,1996-01-20,crewed-satellite-retrieval,Space Shuttle/ISS,4,complete,Retrieved Japanese Space Flyer Unit (SFU); tested EVA tools planned for ISS assembly; deployed and retrieved OAST-Flyer
1.322,STS-75,STS-75 Columbia,1996-02-22,1996-03-09,crewed-science,Space Shuttle,4,complete,Tethered Satellite System reflight — tether deployed to 12.2 mi but snapped; satellite lost; demonstrated tether electrodynamics before failure
1.323,STS-76,STS-76 Atlantis,1996-03-22,1996-03-31,crewed-shuttle-mir,Space Shuttle/ISS,4,complete,Third Shuttle-Mir docking; transferred Shannon Lucid to Mir for 188-day stay; first EVA during docked Shuttle-Mir mission
1.324,STS-77,STS-77 Endeavour,1996-05-19,1996-05-29,crewed-science,Space Shuttle,4,complete,Inflatable Antenna Experiment (IAE) — first large inflatable structure in orbit; SPACEHAB commercial experiments
1.325,STS-78,STS-78 Columbia,1996-06-20,1996-07-07,crewed-science,Space Shuttle/ISS,4,complete,Life and Microgravity Spacelab; longest Shuttle mission at time; 40+ experiments from 10 countries
1.326,FAST-EXP,FAST (Fast Auroral Snapshot Explorer),1996-08-21,2009-05-04,magnetosphere,Explorer/SMEX,5,complete,Studied auroral particle acceleration and electric fields at unprecedented time resolution
1.327,STS-79,STS-79 Atlantis,1996-09-16,1996-09-26,crewed-shuttle-mir,Shuttle-Mir,4,complete,Fourth Shuttle-Mir docking; exchanged crew (Blaha for Lucid); first SPACEHAB Double Module
1.328,STS-80,STS-80 Columbia,1996-11-19,1996-12-07,crewed-science,Space Shuttle/ISS,4,complete,Longest Shuttle mission ever (17d 15h); deployed and retrieved ORFEUS-SPAS II and WSF-3; planned EVAs cancelled (jammed airlock hatch)
1.329,STS-81,STS-81 Atlantis,1997-01-12,1997-01-22,crewed-shuttle-mir,Shuttle-Mir,4,complete,Fifth Shuttle-Mir docking; exchanged crew (Linenger for Blaha); transferred 6 tons of supplies and experiments
1.330,STS-82,STS-82 Discovery,1997-02-11,1997-02-21,crewed-hubble-servicing,Space Shuttle/HST,4,complete,Second HST servicing; installed STIS and NICMOS instruments; 5 EVAs totaling 33+ hours; greatly expanded Hubble's capabilities
1.331,STS-83,STS-83 Columbia,1997-04-04,1997-04-08,crewed-science,Space Shuttle/ISS,4,complete,Mission cut short from 16 to 4 days due to fuel cell problem; reflown as STS-94; shortest mission since return-to-flight
1.332,STS-84,STS-84 Atlantis,1997-05-15,1997-05-24,crewed-shuttle-mir,Shuttle-Mir,4,complete,Sixth Shuttle-Mir docking; exchanged crew (Foale for Linenger); transferred supplies to Mir
1.333,STS-94,STS-94 Columbia,1997-07-01,1997-07-17,crewed-science,Space Shuttle,4,complete,Reflight of STS-83 payload; successfully completed full-duration microgravity research; same crew as STS-83
1.334,SEAWIFS,SeaWiFS,1997-08-01,2010-12-11,earth-science,SeaWiFS,5,complete,Sea-viewing Wide Field-of-view Sensor on OrbView-2; ocean color and marine productivity; 13 years
1.335,STS-85,STS-85 Discovery,1997-08-07,1997-08-19,crewed-science,Space Shuttle/ISS,4,complete,CRISTA-SPAS-2 atmospheric measurements; tested Japanese robotic arm technology (precursor to ISS JEM RMS)
1.336,STS-86,STS-86 Atlantis,1997-09-25,1997-10-06,crewed-shuttle-mir,Shuttle-Mir,4,complete,Seventh Shuttle-Mir docking; exchanged crew (Wolf for Foale); first EVA by a Russian from the Shuttle (Vladimir Titov)
1.337,STS-87,STS-87 Columbia,1997-11-19,1997-12-05,crewed-science,Space Shuttle,4,complete,Fourth flight of SPARTAN-201; USMP-4 materials science; first EVA by a woman outside the Shuttle (Kalpana Chawla controlled RMS inside); Leonid Kadenyuk (Ukraine)
1.338,TRMM,TRMM (Tropical Rainfall Measuring Mission),1997-11-27,2015-04-15,earth-science,TRMM,5,complete,Joint NASA/JAXA; first space-based precipitation radar; 17 years of tropical rainfall data
1.339,STS-89,STS-89 Endeavour,1998-01-22,1998-01-31,crewed-shuttle-mir,Shuttle-Mir,4,complete,Eighth Shuttle-Mir docking; exchanged crew (Thomas for Wolf); SPACEHAB experiments
1.340,TRACE,TRACE,1998-04-02,2010-06-21,solar-observatory,Explorer/SMEX,5,complete,Transition Region and Coronal Explorer; high-resolution imaging of solar magnetic structures
1.341,STS-90,STS-90 Columbia,1998-04-17,1998-05-03,crewed-science,Space Shuttle/ISS,4,complete,Neurolab — last dedicated Spacelab mission; 26 neuroscience experiments studying the nervous system in microgravity; last science-dedicated Columbia mission
1.342,STS-91,STS-91 Discovery,1998-06-02,1998-06-12,crewed-shuttle-mir,Shuttle-Mir,4,complete,Ninth and final Shuttle-Mir docking; last US astronaut returned from Mir (Andrew Thomas); AMS-01 prototype (alpha magnetic spectrometer); end of Shuttle-Mir program
1.343,STS-95,STS-95 Discovery,1998-10-29,1998-11-07,crewed-science,Space Shuttle,4,complete,John Glenn returned to space at age 77 (oldest person in space); first Spanish astronaut (Pedro Duque); Hubble Orbiting Systems Test
1.344,STS-88,STS-88 Endeavour,1998-12-04,1998-12-15,crewed-iss-assembly,Space Shuttle/ISS,4,complete,First ISS assembly mission; connected Unity (Node 1) to Russian Zarya module; first Shuttle crew to enter ISS; start of ISS construction
1.345,LANDSAT-7,Landsat 7,1999-04-15,,earth-observation,Landsat,5,operational,Enhanced Thematic Mapper Plus; SLC failure 2003 but continued operations; 25+ years
1.346,STS-96,STS-96 Discovery,1999-05-27,1999-06-06,crewed-iss-logistics,Space Shuttle/ISS,4,complete,First Shuttle docking with ISS; delivered supplies and equipment; installed crane and portable foot restraints; Canadarm used for ISS work
1.347,QUIKSCAT,QuikSCAT,1999-06-19,2009-11-23,earth-science,QuikSCAT,5,complete,SeaWinds scatterometer; global ocean surface wind measurements for weather and climate
1.348,FUSE,FUSE (Far Ultraviolet Spectroscopic Explorer),1999-06-24,2007-10-18,observatory,Explorer,5,complete,Far UV spectroscopy; studied deuterium abundance and interstellar medium; 8 years of observations
1.349,STS-103,STS-103 Discovery,1999-12-19,1999-12-27,crewed-hubble-servicing,Space Shuttle/HST,4,complete,Third HST servicing; replaced all 6 gyroscopes; new computer; new Fine Guidance Sensor; 3 EVAs; urgent mission due to gyro failures threatening HST
1.350,STS-99,STS-99 Endeavour,2000-02-11,2000-02-22,crewed-science,Space Shuttle/ISS,4,complete,Shuttle Radar Topography Mission mapped 80% of Earth's land surface in 3D; 200-ft radar mast deployed from payload bay; most topographic data ever collected
1.351,STS-101,STS-101 Atlantis,2000-05-19,2000-05-29,crewed-iss-logistics,Space Shuttle/ISS,4,complete,ISS repair and logistics mission; replaced and repaired equipment on ISS; one EVA; Atlantis became 2nd orbiter to visit ISS
1.352,TDRS-8,TDRS-8 (H),2000-06-30,,data-relay,TDRS,5,operational,First second-generation TDRS; Ka-band added; launched on Atlas IIA
1.353,STS-106,STS-106 Atlantis,2000-09-08,2000-09-20,crewed-iss-logistics,Space Shuttle/ISS,4,complete,Prepared ISS Zvezda Service Module for first crew (Expedition 1); installed batteries converters and supplies; one EVA to connect cables between Zarya and Zvezda
1.354,STS-92,STS-92 Discovery,2000-10-11,2000-10-24,crewed-iss-assembly,Space Shuttle/ISS,4,complete,100th Shuttle mission; attached Z1 truss (first ISS truss element) and PMA-3; 4 EVAs; prepared ISS for first permanent crew
1.355,EO-1,EO-1 (Earth Observing-1),2000-11-21,2017-03-30,earth-observation,New Millennium,5,complete,Hyperion first spaceborne hyperspectral imager; Advanced Land Imager; 16 years of operation
1.356,STS-97,STS-97 Endeavour,2000-11-30,2000-12-11,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Installed P6 ITS solar arrays — first ISS solar power module; provided electrical power for ISS; 3 EVAs; visited Expedition 1 crew
1.357,STS-98,STS-98 Atlantis,2001-02-07,2001-02-20,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Delivered and installed US Destiny Lab — ISS primary research facility; 3 EVAs; key milestone in ISS construction
1.358,STS-102,STS-102 Discovery,2001-03-08,2001-03-21,crewed-iss-assembly,Space Shuttle/ISS,4,complete,First MPLM (Leonardo) flight to ISS; Expedition 1/2 crew exchange; transferred 5 tons of supplies via MPLM; 2 EVAs
1.359,STS-100,STS-100 Endeavour,2001-04-19,2001-05-01,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Installed Canadarm2 (ISS robotic arm); first MPLM Raffaello flight; Chris Hadfield first Canadian to walk in space; 2 EVAs
1.360,WMAP,WMAP (Wilkinson Microwave Anisotropy Probe),2001-06-30,2010-10-01,observatory,Explorer/MIDEX,5,complete,Mapped cosmic microwave background; determined age of universe 13.77 Gy; Nobel Prize 2006 for Mather/Smoot
1.361,STS-104,STS-104 Atlantis,2001-07-12,2001-07-24,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Installed Quest Joint Airlock — enabled EVAs directly from ISS with both US and Russian suits; 3 EVAs during installation
1.362,STS-105,STS-105 Discovery,2001-08-10,2001-08-22,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Third Leonardo MPLM flight; Expedition 2/3 crew exchange; 2 EVAs; delivered science experiments and supplies
1.363,STS-108,STS-108 Endeavour,2001-12-05,2001-12-17,crewed-iss-logistics,Space Shuttle/ISS,4,complete,Expedition 3/4 crew exchange; Raffaello MPLM delivered supplies; one EVA for ISS thermal blanket installation; last flight of 2001
1.364,JASON-1,Jason-1,2001-12-07,2013-07-01,earth-science,Jason,5,complete,Successor to TOPEX/Poseidon; joint NASA/CNES; precise ocean surface height measurements
1.365,RHESSI,RHESSI,2002-02-05,2018-08-16,solar-observatory,SMEX,5,complete,Reuven Ramaty High Energy Solar Spectroscopic Imager; X-ray and gamma-ray imaging of solar flares
1.366,STS-109,STS-109 Columbia,2002-03-01,2002-03-12,crewed-hubble-servicing,Space Shuttle/HST,4,complete,Fourth HST servicing; installed Advanced Camera for Surveys (ACS); replaced solar arrays and Power Control Unit; 5 EVAs; significantly upgraded Hubble
1.367,GRACE,GRACE (Gravity Recovery and Climate Experiment),2002-03-17,2017-10-27,earth-science,GRACE,5,complete,Twin satellites measured changes in Earths gravity field; tracked ice loss water storage and sea level
1.368,STS-110,STS-110 Atlantis,2002-04-08,2002-04-19,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Installed S0 (S-Zero) Truss — center backbone segment of ISS truss structure; first use of ISS Canadarm2 to install Shuttle payload; 4 EVAs
1.369,STS-111,STS-111 Endeavour,2002-06-05,2002-06-19,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Installed Mobile Base System on Canadarm2 rail; Leonardo MPLM; Expedition 4/5 crew exchange; 3 EVAs
1.370,STS-112,STS-112 Atlantis,2002-10-07,2002-10-18,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Installed S1 truss segment (starboard side); first use of CETA cart on ISS truss; 3 EVAs
1.371,STS-113,STS-113 Endeavour,2002-11-23,2002-12-07,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Installed P1 truss segment (port side); Expedition 5/6 crew exchange; 3 EVAs; last Shuttle mission before Columbia disaster
1.372,ICESAT-1,ICESat,2003-01-13,2010-08-14,earth-science,ICESat,5,complete,Ice Cloud and land Elevation Satellite; GLAS laser altimeter; first spaceborne lidar for ice sheet measurements
1.373,SORCE,SORCE,2003-01-25,2020-02-25,solar-observatory,EOS,5,complete,Solar Radiation and Climate Experiment; measured total solar irradiance and spectral irradiance
1.374,GALEX,GALEX (Galaxy Evolution Explorer),2003-04-28,2013-06-28,observatory,Explorer/SMEX,5,complete,UV galaxy survey; mapped UV universe; discovered massive star formation in old galaxies
1.375,AURA,Aura (EOS Chem-1),2004-07-15,,earth-science,EOS,5,operational,A-Train member; atmospheric chemistry; monitors ozone air quality and climate gases; 4 instruments
1.376,SWIFT,Swift Gamma-Ray Burst Observatory,2004-11-20,,observatory,Explorer/MIDEX,5,operational,Rapid-response GRB observatory with BAT gamma-ray X-ray and UV/optical telescopes; 1500+ GRBs detected
1.377,STS-114,STS-114 Discovery,2005-07-26,2005-08-09,crewed-iss-logistics,Space Shuttle/ISS,4,complete,Return to Flight after Columbia disaster (29-month stand-down); tested new safety procedures; Raffaello MPLM; first spacewalk repair of Shuttle TPS tiles; foam still shed from ET
1.378,CLOUDSAT,CloudSat,2006-04-28,,earth-science,CloudSat,5,operational,Cloud Profiling Radar; first 3D cloud structure from space; A-Train constellation member
1.379,CALIPSO,CALIPSO,2006-04-28,,earth-science,CALIPSO,5,operational,Cloud-Aerosol Lidar; joint NASA/CNES; vertical profiles of aerosols and clouds; A-Train member
1.380,STS-115,STS-115 Atlantis,2006-09-09,2006-09-21,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Resumed ISS assembly after Columbia; installed P3/P4 truss and second set of solar arrays; 3 EVAs; restored ISS to full power growth configuration
1.381,STS-116,STS-116 Discovery,2006-12-09,2006-12-22,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Installed P5 truss spacer; rewired ISS from temporary to permanent power system; Expedition crew exchange (Reiter returned/S. Williams stayed); 4 EVAs
1.382,AIM,AIM (Aeronomy of Ice in the Mesosphere),2007-04-25,,earth-science,Explorer/SMEX,5,operational,Studies noctilucent clouds in the mesosphere; link between climate change and polar mesospheric clouds
1.383,STS-117,STS-117 Atlantis,2007-06-08,2007-06-22,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Installed S3/S4 truss segment and third set of solar arrays; retracted P6 solar array; Expedition crew exchange; 4 EVAs
1.384,STS-118,STS-118 Endeavour,2007-08-08,2007-08-21,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Installed S5 truss spacer; first educator-astronaut in space (Barbara Morgan — selected after Christa McAuliffe); 4 EVAs; tile damage from debris
1.385,STS-120,STS-120 Discovery,2007-10-23,2007-11-07,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Installed Harmony (Node 2) — enabled attachment of European and Japanese labs; second female commander; P6 solar array torn during retraction (repaired by EVA)
1.386,STS-122,STS-122 Atlantis,2008-02-07,2008-02-20,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Installed ESA Columbus laboratory — Europe's first permanent orbital research facility; Expedition crew exchange; 3 EVAs
1.387,STS-123,STS-123 Endeavour,2008-03-11,2008-03-26,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Installed Japanese Kibo Experiment Logistics Module (pressurized section) and Canadian Dextre robot; longest Shuttle-ISS docked mission; 5 EVAs
1.388,STS-124,STS-124 Discovery,2008-05-31,2008-06-14,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Installed Kibo Japanese Pressurized Module — largest ISS module; completed main Kibo laboratory assembly; 3 EVAs
1.389,FERMI,Fermi Gamma-ray Space Telescope,2008-06-11,,observatory,Fermi,5,operational,Large Area Telescope plus Gamma-ray Burst Monitor; maps entire gamma-ray sky; discovered gamma-ray pulsars
1.390,JASON-2,Jason-2 (OSTM),2008-06-20,2019-10-01,earth-science,Jason,5,complete,Ocean Surface Topography Mission; continued sea level record; joint NASA/CNES/EUMETSAT/NOAA
1.391,IBEX,IBEX (Interstellar Boundary Explorer),2008-10-19,,heliophysics,Explorer/SMEX,5,operational,Mapped heliosphere boundary using energetic neutral atoms; discovered ribbon structure at heliosphere edge
1.392,STS-126,STS-126 Endeavour,2008-11-14,2008-11-30,crewed-iss-logistics,Space Shuttle/ISS,4,complete,Delivered equipment for expanding ISS to 6-person crew; new crew quarters water recycling galley exercise equipment; 4 EVAs; prepared ISS for Expedition expansion
1.393,OCO-1,OCO (Orbiting Carbon Observatory),2009-02-24,2009-02-24,earth-science,OCO,5,failed,Launch failure; Taurus XL fairing failed to separate; precursor to successful OCO-2
1.394,STS-119,STS-119 Discovery,2009-03-15,2009-03-28,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Installed S6 truss and fourth (final) set of solar arrays — completed ISS primary power grid; station reached full power capability; 3 EVAs
1.395,STS-127,STS-127 Endeavour,2009-07-15,2009-07-31,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Installed Japanese Exposed Facility and Experiment Logistics Module (exposed section) on Kibo; completed Kibo assembly; 5 EVAs; 13-person ISS crew (largest ever)
1.396,STS-128,STS-128 Discovery,2009-08-28,2009-09-11,crewed-iss-logistics,Space Shuttle/ISS,4,complete,Delivered science racks and supplies via Leonardo MPLM; COLBERT treadmill; MARES muscle research facility; Expedition crew exchange; 3 EVAs
1.397,STS-129,STS-129 Atlantis,2009-11-16,2009-11-27,crewed-iss-logistics,Space Shuttle/ISS,4,complete,Delivered two ExPRESS Logistics Carriers with spare parts for ISS (pumps gyros tanks); 3 EVAs pre-positioning spares for post-Shuttle era
1.398,STS-130,STS-130 Endeavour,2010-02-08,2010-02-21,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Installed Tranquility (Node 3) and Cupola observation dome — iconic 7-window Earth-viewing module; 3 EVAs
1.399,STS-131,STS-131 Discovery,2010-04-05,2010-04-20,crewed-iss-logistics,Space Shuttle/ISS,4,complete,Multi-Purpose Logistics Module Leonardo resupply with 8 racks of science and provisions; 3 EVAs; replaced ammonia tank assembly
1.400,STS-132,STS-132 Atlantis,2010-05-14,2010-05-26,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Delivered and installed Russian Mini-Research Module Rassvet (MRM-1); also carried Integrated Cargo Carrier; 3 EVAs; last planned Atlantis mission (later extended by STS-135)
1.401,SOFIA,SOFIA (Stratospheric Observatory for Infrared Astronomy),2010-05-26,2022-09-29,airborne-observatory,SOFIA,5,complete,Boeing 747SP with 2.7m telescope; joint NASA/DLR; infrared astronomy above 99% of water vapor; retired 2022
1.402,STS-133,STS-133 Discovery,2011-02-24,2011-03-09,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Delivered Leonardo Permanent Multipurpose Module (permanently attached to ISS) and ExPRESS Logistics Carrier 4; Robonaut 2 humanoid robot; Discovery's 39th and final flight; 2 EVAs
1.403,GLORY,Glory,2011-03-04,2011-03-04,earth-science,Glory,5,failed,Taurus XL fairing failure; same failure mode as OCO-1; APS and TIM instruments lost
1.404,STS-134,STS-134 Endeavour,2011-05-16,2011-06-01,crewed-iss-assembly,Space Shuttle/ISS,4,complete,Installed Alpha Magnetic Spectrometer (AMS-02) — $2B cosmic ray particle physics experiment; ELC-3; 4 EVAs; Endeavour's 25th and final flight; commander Mark Kelly (husband of Gabby Giffords)
1.405,AQUARIUS,Aquarius/SAC-D,2011-06-10,2015-06-08,earth-science,Aquarius,5,complete,First global sea surface salinity measurements; joint NASA/CONAE Argentina; 4 years of data
1.406,STS-135,STS-135 Atlantis,2011-07-08,2011-07-21,crewed-iss-logistics,Space Shuttle/ISS,4,complete,Final Space Shuttle mission; smallest crew since STS-6 (4 people); Raffaello MPLM delivered year's worth of supplies; Atlantis' 33rd and final flight; end of 30-year Space Shuttle program
1.407,JUNO,Juno,2011-08-05,,outer-planet-orbiter,New Frontiers,5,operational,Jupiter polar orbiter since Jul 4 2016; studying interior structure atmosphere and magnetic field; extended through 2025
1.408,SUOMI-NPP,Suomi NPP,2011-10-28,,earth-science,JPSS,5,operational,Bridge mission to Joint Polar Satellite System; VIIRS instrument; global weather and climate data
1.409,TDRS-11,TDRS-11 (K),2013-01-31,,data-relay,TDRS,5,operational,First third-generation TDRS; S-band single access return replaced with Ka-band
1.410,LANDSAT-8,Landsat 8,2013-02-11,,earth-observation,Landsat,5,operational,Operational Land Imager and Thermal Infrared Sensor; improved radiometric resolution
1.411,IRIS,IRIS (Interface Region Imaging Spectrograph),2013-06-28,,solar-observatory,Explorer/SMEX,5,operational,High-resolution UV imaging of solar chromosphere and transition region
1.412,GPM,GPM (Global Precipitation Measurement),2014-02-27,,earth-science,GPM,5,operational,Successor to TRMM; joint NASA/JAXA; dual-frequency precipitation radar; core observatory for global constellation
1.413,SMAP,SMAP (Soil Moisture Active Passive),2015-01-31,,earth-science,SMAP,5,operational,Measures global soil moisture and freeze/thaw state; radar failed Jul 2015 but radiometer operational
1.414,DSCOVR,DSCOVR (Deep Space Climate Observatory),2015-02-11,,earth-science,DSCOVR,5,operational,L1 space weather monitor and Earth observation; EPIC camera full-disc Earth images; originally Triana/GoreSat
1.415,JASON-3,Jason-3,2016-01-17,,earth-science,Jason,5,operational,Continued global ocean altimetry record; joint NOAA/NASA/CNES/EUMETSAT
1.416,GOES-16,GOES-16 (GOES-R),2016-11-19,,earth-science,GOES,5,operational,Advanced Baseline Imager with 16 channels; 4x resolution; lightning mapper; current GOES-East
1.417,CYGNSS,CYGNSS,2016-12-15,,earth-science,CYGNSS,5,operational,Cyclone Global Navigation Satellite System; 8 microsatellites; ocean wind speed in hurricanes using GPS reflections
1.418,NICER,NICER (Neutron star Interior Composition Explorer),2017-06-03,,observatory,NICER,5,operational,X-ray telescope on ISS; studies neutron star interiors; demonstrated X-ray pulsar navigation (SEXTANT)
1.419,TDRS-13,TDRS-13 (M),2017-08-18,,data-relay,TDRS,5,operational,Final TDRS launched to date; third-generation; launched on Atlas V
1.420,NOAA-20,NOAA-20 (JPSS-1),2017-11-18,,earth-science,JPSS,5,operational,First operational Joint Polar Satellite System; 5 instruments; primary afternoon orbit weather satellite
1.421,GOLD,GOLD (Global-scale Observations of Limb and Disk),2018-01-25,,earth-science,GOLD,5,operational,UV imaging spectrograph hosted on SES-14 commercial satellite; studies thermosphere-ionosphere from geostationary orbit
1.422,MARCO,MarCO (Mars Cube One A and B),2018-05-05,2019-02-05,mars-relay,MarCO,5,complete,First interplanetary CubeSats; relayed InSight landing data in real-time; Wall-E and Eve
1.423,GRACE-FO,GRACE-FO (Follow-On),2018-05-22,,earth-science,GRACE,5,operational,Continuation of GRACE gravity measurements; includes laser ranging interferometer demo; tracks ice and water mass changes
1.424,DM-1,SpaceX DM-1 (Demo-1),2019-03-02,2019-03-08,demo-uncrewed,Commercial Crew,6,complete,First uncrewed Crew Dragon flight to ISS; validated spacecraft systems for crewed operations
1.425,OCO-3,OCO-3 (Orbiting Carbon Observatory 3),2019-05-04,,earth-science,OCO,5,operational,CO2 measurement instrument on ISS; repurposed OCO-2 spare; measures urban CO2 hotspots
1.426,ICON,ICON (Ionospheric Connection Explorer),2019-10-10,2022-11-25,earth-science,Explorer,5,complete,Studied ionosphere-thermosphere coupling; air-launched from Pegasus XL; lost contact Nov 2022
1.427,DM-2,SpaceX DM-2 (Demo-2),2020-05-30,2020-08-02,crewed-orbital,Commercial Crew,6,complete,First crewed Crew Dragon; Behnken and Hurley; first crewed US orbital launch since STS-135; 64 days
1.428,CREW-1,SpaceX Crew-1,2020-11-16,2021-05-02,crewed-station,Commercial Crew,6,complete,First operational Crew Dragon rotation mission; Hopkins Glover Walker Noguchi; 167 days on ISS
1.429,SENTINEL-6,Sentinel-6 Michael Freilich,2020-11-21,,earth-science,Jason/Copernicus,5,operational,Reference ocean altimetry; joint NASA/ESA/EUMETSAT; named for late NASA Earth science director
1.430,CREW-2,SpaceX Crew-2,2021-04-23,2021-11-09,crewed-station,Commercial Crew,6,complete,Second operational rotation; Kimbrough McArthur Pesquet Hoshide; first reused Crew Dragon and Falcon 9
1.431,LANDSAT-9,Landsat 9,2021-09-27,,earth-observation,Landsat,5,operational,Continues 50-year Landsat record; 14-bit imaging; highest radiometric quality in Landsat history
1.432,CREW-3,SpaceX Crew-3,2021-11-11,2022-05-06,crewed-station,Commercial Crew,6,complete,Third operational rotation; Marshburn Barron Chari Maurer; 177 days on ISS
1.433,GOES-18,GOES-18 (GOES-T),2022-03-01,,earth-science,GOES,5,operational,Current operational GOES-West; third-generation geostationary weather satellite
1.434,CREW-4,SpaceX Crew-4,2022-04-27,2022-10-14,crewed-station,Commercial Crew,6,complete,Fourth operational rotation; Lindgren Hines Watkins Cristoforetti; 170 days on ISS
1.435,BOEING-OFT2,Boeing OFT-2 (Starliner),2022-05-19,2022-05-25,demo-uncrewed,Commercial Crew,6,complete,Second uncrewed Starliner orbital flight test to ISS; successful docking and return after OFT-1 anomaly
1.436,EMIT,EMIT,2022-07-14,,earth-science,EMIT,5,operational,Earth Surface Mineral Dust Source Investigation on ISS; maps mineral composition of arid dust source regions
1.437,CREW-5,SpaceX Crew-5,2022-10-05,2023-03-11,crewed-station,Commercial Crew,6,complete,Fifth operational rotation; Mann Cassada Wakata Kikina; first Roscosmos cosmonaut on Crew Dragon
1.438,NOAA-21,NOAA-21 (JPSS-2),2022-11-10,,earth-science,JPSS,5,operational,Second operational JPSS satellite; VIIRS ATMS CrIS OMPS and CERES instruments
1.439,SWOT,SWOT (Surface Water and Ocean Topography),2022-12-16,,earth-science,SWOT,5,operational,Joint NASA/CNES; first Ka-band radar interferometer; measures ocean and freshwater surface heights
1.440,CREW-6,SpaceX Crew-6,2023-03-02,2023-09-04,crewed-station,Commercial Crew,6,complete,Sixth operational rotation; Hoburg Moghbeli Bowen Al Neyadi; 186 days on ISS
1.441,CREW-7,SpaceX Crew-7,2023-08-26,2024-03-12,crewed-station,Commercial Crew,6,complete,Seventh rotation; Mogensen Furukawa Borisov Moghbeli; 199 days on ISS
1.442,PACE,PACE (Plankton Aerosol Cloud ocean Ecosystem),2024-02-08,,earth-science,PACE,5,operational,OCI hyperspectral ocean color instrument; studies ocean ecosystems aerosols and clouds; first UV-to-SWIR
1.443,CREW-8,SpaceX Crew-8,2024-03-04,2024-10-25,crewed-station,Commercial Crew,6,complete,Eighth rotation; Dominick Barratt Grebenkin Epps; 235 days on ISS (extended by Starliner issue)
1.444,PREFIRE,PREFIRE,2024-05-25,,earth-science,PREFIRE,5,operational,Polar Radiant Energy in the Far-InfraRed Experiment; twin CubeSats measuring Arctic/Antarctic energy budget
1.445,BOEING-CFT,Boeing CFT (Crew Flight Test),2024-06-05,2024-09-07,crewed-orbital,Commercial Crew,6,partial,First crewed Starliner; Wilmore Williams; thruster and helium leak issues; crew returned on Crew-9 instead
1.446,GOES-19,GOES-19 (GOES-U),2024-06-25,,earth-science,GOES,5,operational,Latest GOES satellite; fourth generation; replacement for GOES-16 as GOES-East
1.447,CREW-9,SpaceX Crew-9,2024-09-28,2025-03-18,crewed-station,Commercial Crew,6,complete,Ninth rotation; Hague Gorbunov; launched with 2 crew to allow Starliner crew return; Wilmore Williams returned
1.448,CREW-10,SpaceX Crew-10,2025-03-14,,crewed-station,Commercial Crew,6,operational,Tenth operational rotation; Petelin Epps Patel Alneyadi; currently on ISS
1.100,VANGUARD-2,Vanguard 2,1959-02-17,1959-02-17,earth-orbiter,Vanguard,1,partial,First attempt at cloud-cover mapping from orbit; wobble prevented useful data; still in orbit
1.101,VANGUARD-3,Vanguard 3,1959-09-18,1959-12-11,earth-orbiter,Vanguard,1,complete,Measured Earths magnetic field and micrometeorite environment; final successful Vanguard launch
1.102,EXPLORER-8,Explorer 8,1960-11-03,1960-12-27,earth-science,Explorer,1,complete,Measured ionospheric electron density and temperature using Langmuir probes
